img_id,asymmetry_score,border_score,color_score_red,color_score_green,color_score_blue,ground_truth_labels
PAT_1441_1531_670.png,0.109,0.041,0.003,0.002,0.001,0
PAT_1443_1536_166.png,0.397,0.013,0.0,0.001,0.001,0
PAT_1448_1551_366.png,0.283,0.016,0.0,0.001,0.002,0
PAT_1449_1554_932.png,0.32,0.027,0.005,0.005,0.003,0
PAT_1450_1556_114.png,0.245,0.003,0.0,0.0,0.0,0
PAT_1451_1560_616.png,0.214,0.074,0.001,0.002,0.002,0
PAT_1451_1561_100.png,0.184,0.183,0.006,0.008,0.004,0
PAT_1451_1562_545.png,0.103,0.698,0.009,0.009,0.009,0
PAT_1452_1564_377.png,0.457,0.033,0.003,0.004,0.006,0
PAT_1452_1564_509.png,0.448,0.016,0.003,0.002,0.006,0
PAT_1453_1565_529.png,0.217,0.139,0.003,0.004,0.008,0
PAT_1453_1566_310.png,0.482,0.011,0.0,0.0,0.001,0
PAT_1453_1567_250.png,0.35,0.025,0.003,0.003,0.006,0
PAT_1455_1585_690.png,0.455,0.016,0.004,0.005,0.005,0
PAT_145_216_110.png,0.316,0.071,0.001,0.001,0.046,0
PAT_145_216_158.png,0.718,0.096,0.004,0.006,0.011,0
PAT_145_216_924.png,0.677,0.179,0.002,0.004,0.01,0
PAT_1460_1598_708.png,0.318,0.024,0.003,0.003,0.002,0
PAT_1460_1598_746.png,0.535,0.046,0.002,0.002,0.001,0
PAT_1460_1598_959.png,0.406,0.802,0.007,0.007,0.009,0
PAT_1461_1600_867.png,0.752,0.277,0.003,0.003,0.007,0
PAT_1464_1612_284.png,0.538,0.112,0.002,0.011,0.035,0
PAT_1466_1618_147.png,0.571,0.376,0.009,0.009,0.008,0
PAT_1468_1622_219.png,0.627,0.487,0.005,0.002,0.008,0
PAT_1468_3656_337.png,0.397,0.02,0.003,0.004,0.004,0
PAT_1469_1627_109.png,0.588,0.318,0.01,0.012,0.009,0
PAT_146_217_187.png,0.35,0.039,0.002,0.001,0.002,0
PAT_1472_1639_87.png,0.0,0.0,0.0,0.0,0.0,0
PAT_1475_1651_727.png,0.665,0.132,0.004,0.003,0.009,0
PAT_1476_1657_788.png,0.468,0.387,0.011,0.008,0.009,0
PAT_1477_1660_226.png,0.319,0.193,0.005,0.005,0.005,0
PAT_1479_1669_376.png,0.0,0.0,0.021,0.011,0.004,0
PAT_147_219_206.png,0.366,1.0,0.007,0.009,0.008,0
PAT_147_219_544.png,0.458,1.0,0.002,0.005,0.007,0
PAT_1480_1673_701.png,0.344,0.058,0.002,0.002,0.002,0
PAT_1481_1674_735.png,0.242,0.111,0.002,0.004,0.002,0
PAT_1481_1675_371.png,0.398,1.0,0.012,0.006,0.009,0
PAT_1482_1677_382.png,0.777,0.069,0.001,0.001,0.001,0
PAT_1483_1678_538.png,0.261,0.208,0.002,0.006,0.014,0
PAT_1483_1678_850.png,0.641,0.009,0.001,0.002,0.003,0
PAT_1484_1682_240.png,0.661,0.627,0.008,0.01,0.014,0
PAT_1486_1684_182.png,0.251,0.249,0.001,0.001,0.001,0
PAT_148_220_174.png,0.288,1.0,0.009,0.008,0.008,0
PAT_1491_1703_637.png,0.397,0.846,0.005,0.01,0.012,0
PAT_1492_1705_578.png,0.183,0.01,0.003,0.007,0.001,0
PAT_1492_1705_728.png,0.191,1.0,0.008,0.008,0.01,0
PAT_1494_1707_125.png,0.557,0.038,0.001,0.001,0.001,0
PAT_1495_1708_278.png,0.726,0.15,0.004,0.004,0.006,0
PAT_1497_1712_633.png,0.855,0.12,0.003,0.008,0.009,0
PAT_1498_1715_345.png,0.448,0.152,0.009,0.008,0.006,0
PAT_1498_1716_626.png,0.373,0.008,0.004,0.001,0.003,0
PAT_1498_1719_816.png,0.497,0.008,0.002,0.002,0.002,0
PAT_149_221_679.png,0.325,0.639,0.005,0.006,0.007,0
PAT_14_22_850.png,0.254,0.292,0.003,0.005,0.024,0
PAT_1503_1728_65.png,0.258,0.2,0.004,0.004,0.004,0
PAT_1505_1733_128.png,0.386,0.006,0.001,0.0,0.004,0
PAT_1506_1735_733.png,0.552,0.019,0.0,0.002,0.001,0
PAT_1509_1741_810.png,0.307,0.022,0.002,0.003,0.008,0
PAT_1509_1742_422.png,0.309,0.02,0.002,0.002,0.008,0
PAT_150_1799_644.png,0.468,0.072,0.005,0.006,0.012,0
PAT_1513_1747_851.png,0.734,0.025,0.0,0.0,0.0,0
PAT_1514_1760_35.png,0.539,0.206,0.002,0.005,0.003,0
PAT_1516_1765_530.png,0.096,0.04,0.004,0.008,0.011,0
PAT_151_227_63.png,0.396,0.074,0.006,0.005,0.007,0
PAT_1520_1777_935.png,0.48,0.028,0.001,0.0,0.0,0
PAT_1521_1778_763.png,0.233,0.075,0.003,0.002,0.005,0
PAT_1526_1792_482.png,0.667,0.102,0.004,0.01,0.031,0
PAT_1527_1794_662.png,0.349,0.005,0.0,0.003,0.002,0
PAT_1528_1795_12.png,0.25,1.0,0.002,0.002,0.006,0
PAT_1529_1798_206.png,0.539,0.138,0.001,0.003,0.014,0
PAT_152_230_707.png,0.348,0.015,0.002,0.008,0.004,0
PAT_152_230_934.png,0.431,0.011,0.007,0.001,0.001,0
PAT_1531_1800_683.png,0.476,0.006,0.003,0.0,0.002,0
PAT_1534_1809_366.png,0.181,0.361,0.005,0.005,0.004,0
PAT_1534_1810_719.png,0.708,0.114,0.001,0.001,0.004,0
PAT_1535_1812_660.png,0.109,0.079,0.005,0.004,0.002,0
PAT_1536_1819_562.png,0.278,0.003,0.0,0.0,0.0,0
PAT_1536_1819_91.png,0.227,0.004,0.0,0.0,0.0,0
PAT_1538_1830_693.png,0.401,0.061,0.004,0.006,0.02,0
PAT_153_1200_541.png,0.285,0.103,0.004,0.006,0.005,0
PAT_153_233_45.png,0.594,0.367,0.007,0.007,0.007,0
PAT_1540_1847_249.png,0.352,0.015,0.0,0.0,0.0,0
PAT_1543_4346_860.png,0.272,0.37,0.005,0.005,0.004,0
PAT_1545_1865_519.png,0.756,0.11,0.0,0.001,0.0,0
PAT_1545_1867_547.png,0.513,0.332,0.001,0.003,0.004,0
PAT_1546_1871_376.png,0.341,0.053,0.004,0.005,0.011,0
PAT_1546_1872_824.png,0.658,0.054,0.009,0.008,0.005,0
PAT_1547_1874_432.png,0.121,0.484,0.003,0.003,0.003,0
PAT_1547_1875_436.png,0.478,0.067,0.004,0.005,0.009,0
PAT_1547_1876_839.png,0.439,0.036,0.006,0.003,0.008,0
PAT_1547_4231_928.png,0.118,0.63,0.001,0.001,0.002,0
PAT_1547_4232_115.png,0.589,0.276,0.003,0.003,0.005,0
PAT_1549_1882_230.png,0.198,1.0,0.006,0.006,0.006,0
PAT_154_235_162.png,0.353,0.721,0.008,0.008,0.001,0
PAT_154_235_30.png,0.606,0.898,0.005,0.008,0.006,0
PAT_154_236_800.png,0.221,0.013,0.001,0.002,0.002,0
PAT_154_237_2.png,0.348,0.015,0.002,0.002,0.013,0
PAT_154_237_625.png,0.968,0.068,0.002,0.003,0.006,0
PAT_1550_1886_849.png,0.819,0.082,0.004,0.01,0.018,0
PAT_1550_1888_216.png,0.208,1.0,0.008,0.008,0.01,0
PAT_1551_1889_948.png,0.391,0.017,0.001,0.002,0.006,0
PAT_1552_1895_190.png,0.533,0.063,0.002,0.002,0.004,0
PAT_1554_2392_767.png,0.437,0.027,0.001,0.001,0.003,0
PAT_1554_2393_541.png,0.321,0.035,0.003,0.003,0.008,0
PAT_1554_2393_96.png,0.308,0.034,0.001,0.002,0.005,0
PAT_1554_4170_992.png,0.59,0.091,0.007,0.008,0.009,0
PAT_1555_2396_71.png,0.466,0.058,0.012,0.009,0.005,0
PAT_1557_2399_681.png,0.415,0.04,0.006,0.005,0.007,0
PAT_155_238_413.png,0.371,0.095,0.004,0.003,0.025,0
PAT_155_240_211.png,0.38,0.031,0.002,0.004,0.004,0
PAT_1563_2425_443.png,0.34,0.108,0.007,0.005,0.011,0
PAT_1563_2426_436.png,0.548,0.01,0.003,0.0,0.0,0
PAT_1565_2432_808.png,0.09,0.067,0.007,0.003,0.003,0
PAT_1566_2435_150.png,0.579,0.008,0.008,0.004,0.0,0
PAT_1568_2454_468.png,0.347,0.078,0.012,0.01,0.007,0
PAT_1569_2456_393.png,0.604,0.059,0.003,0.003,0.004,0
PAT_156_241_538.png,0.269,0.016,0.004,0.004,0.003,0
PAT_1570_2472_418.png,0.446,1.0,0.008,0.009,0.008,0
PAT_1571_2484_488.png,0.183,1.0,0.01,0.009,0.007,0
PAT_1572_2494_224.png,0.328,0.02,0.001,0.0,0.001,0
PAT_1572_2495_335.png,0.518,0.009,0.004,0.008,0.005,0
PAT_1572_2496_418.png,0.391,0.052,0.008,0.008,0.009,0
PAT_1573_2497_736.png,0.25,0.0,0.008,0.008,0.008,0
PAT_1573_2499_849.png,0.0,0.0,0.0,0.0,0.0,0
PAT_1575_2516_23.png,0.403,0.2,0.005,0.005,0.005,0
PAT_1575_2516_618.png,0.0,0.0,0.0,0.0,0.0,0
PAT_1577_2543_510.png,0.418,0.061,0.003,0.005,0.008,0
PAT_1577_3527_831.png,0.245,0.041,0.0,0.0,0.001,0
PAT_1581_2570_738.png,0.316,1.0,0.009,0.01,0.014,0
PAT_1582_2574_34.png,0.404,0.043,0.003,0.001,0.007,0
PAT_1582_2574_890.png,0.161,1.0,0.005,0.005,0.005,0
PAT_1582_2574_905.png,0.341,0.124,0.003,0.002,0.002,0
PAT_1582_2574_989.png,0.379,0.285,0.002,0.003,0.005,0
PAT_1583_2607_628.png,0.088,0.039,0.002,0.001,0.001,0
PAT_1584_2610_223.png,0.0,0.0,0.001,0.001,0.001,0
PAT_1585_2619_396.png,0.363,0.003,0.0,0.0,0.0,0
PAT_1586_2623_989.png,0.266,0.007,0.002,0.002,0.005,0
PAT_1586_2624_615.png,0.205,0.072,0.006,0.007,0.014,0
PAT_1587_2625_226.png,0.233,0.078,0.004,0.005,0.008,0
PAT_1588_2629_296.png,0.238,0.273,0.003,0.004,0.014,0
PAT_158_243_947.png,0.419,1.0,0.004,0.006,0.033,0
PAT_158_621_68.png,0.0,0.0,0.0,0.0,0.0,0
PAT_1591_2648_723.png,0.305,0.052,0.002,0.004,0.016,0
PAT_1591_2648_855.png,0.548,0.933,0.007,0.007,0.004,0
PAT_1593_2651_122.png,0.477,0.009,0.0,0.0,0.0,0
PAT_1593_2652_422.png,0.33,0.079,0.004,0.002,0.02,0
PAT_1594_2656_679.png,0.667,0.273,0.006,0.004,0.015,0
PAT_1596_2664_323.png,0.013,1.0,0.005,0.006,0.007,0
PAT_1597_2666_130.png,0.213,0.336,0.003,0.005,0.006,0
PAT_159_244_102.png,0.339,0.022,0.002,0.005,0.0,0
PAT_159_245_181.png,0.471,0.352,0.007,0.007,0.006,0
PAT_159_246_630.png,0.0,0.0,0.0,0.0,0.0,0
PAT_15_1001_749.png,0.294,0.352,0.003,0.008,0.021,0
PAT_15_23_240.png,0.256,0.75,0.006,0.007,0.006,0
PAT_15_3138_959.png,0.348,0.023,0.015,0.013,0.012,0
PAT_1600_2685_164.png,0.684,0.046,0.001,0.0,0.0,0
PAT_1600_2685_445.png,0.474,0.012,0.003,0.003,0.006,0
PAT_1603_2704_969.png,0.163,0.708,0.01,0.007,0.002,0
PAT_1605_2715_845.png,0.05,1.0,0.011,0.012,0.011,0
PAT_1608_2720_196.png,0.755,0.291,0.006,0.009,0.011,0
PAT_160_248_254.png,0.512,1.0,0.01,0.008,0.009,0
PAT_160_249_76.png,0.147,0.791,0.004,0.01,0.02,0
PAT_1611_2725_680.png,0.125,0.245,0.001,0.001,0.002,0
PAT_1613_2744_603.png,0.342,0.198,0.004,0.009,0.012,0
PAT_1614_2747_533.png,0.424,0.042,0.004,0.007,0.002,0
PAT_1615_2749_350.png,0.5,0.0,0.0,0.0,0.0,0
PAT_1618_2771_628.png,0.75,0.19,0.002,0.003,0.006,0
PAT_1619_2774_616.png,0.197,0.06,0.007,0.008,0.009,0
PAT_161_250_197.png,0.379,0.174,0.003,0.003,0.001,0
PAT_161_250_338.png,0.281,0.404,0.004,0.004,0.002,0
PAT_1620_2779_319.png,0.522,0.388,0.009,0.009,0.009,0
PAT_1624_2807_679.png,0.393,0.022,0.009,0.008,0.007,0
PAT_1626_2811_850.png,0.246,0.426,0.01,0.008,0.004,0
PAT_162_252_773.png,0.682,0.223,0.007,0.009,0.015,0
PAT_1631_2837_667.png,0.379,0.03,0.013,0.005,0.004,0
PAT_1633_2855_460.png,0.595,0.013,0.006,0.008,0.012,0
PAT_1633_2855_594.png,0.511,0.014,0.002,0.007,0.008,0
PAT_1636_2869_595.png,0.497,0.003,0.002,0.004,0.002,0
PAT_1636_2869_739.png,0.43,0.006,0.005,0.005,0.003,0
PAT_1638_2878_536.png,0.33,0.011,0.004,0.001,0.001,0
PAT_1639_2879_744.png,0.25,0.234,0.004,0.004,0.009,0
PAT_163_254_719.png,0.39,1.0,0.005,0.006,0.007,0
PAT_1641_2886_284.png,0.636,0.026,0.001,0.001,0.002,0
PAT_1648_2902_292.png,0.265,0.014,0.004,0.006,0.002,0
PAT_1648_2904_523.png,0.286,0.224,0.005,0.008,0.008,0
PAT_164_255_119.png,0.556,0.135,0.006,0.007,0.003,0
PAT_164_255_130.png,0.269,1.0,0.007,0.009,0.007,0
PAT_1650_2913_374.png,0.366,0.01,0.0,0.0,0.0,0
PAT_1651_2914_833.png,0.634,0.018,0.005,0.006,0.006,0
PAT_1652_2915_65.png,0.444,0.574,0.009,0.012,0.014,0
PAT_1653_2916_346.png,0.326,0.02,0.001,0.003,0.002,0
PAT_1653_2916_994.png,0.375,0.021,0.0,0.0,0.0,0
PAT_1655_2923_425.png,0.492,0.004,0.0,0.0,0.0,0
PAT_1657_2932_680.png,0.382,0.034,0.004,0.007,0.003,0
PAT_1658_2933_322.png,0.089,0.216,0.004,0.003,0.001,0
PAT_165_256_460.png,0.832,0.143,0.002,0.004,0.004,0
PAT_1661_2956_357.png,0.439,0.009,0.004,0.005,0.005,0
PAT_1665_2978_578.png,0.687,0.422,0.005,0.015,0.024,0
PAT_1666_2985_968.png,0.223,0.006,0.0,0.0,0.001,0
PAT_166_257_586.png,0.102,0.015,0.003,0.004,0.002,0
PAT_166_3672_759.png,0.302,0.423,0.005,0.006,0.008,0
PAT_1670_3007_105.png,0.358,0.03,0.004,0.008,0.009,0
PAT_1671_3008_622.png,0.561,0.025,0.0,0.0,0.0,0
PAT_1673_3011_440.png,0.259,0.005,0.0,0.0,0.0,0
PAT_167_258_479.png,0.321,0.158,0.001,0.002,0.002,0
PAT_167_258_711.png,0.0,0.0,0.0,0.0,0.0,0
PAT_167_684_365.png,0.419,0.002,0.0,0.0,0.0,0
PAT_1680_3038_587.png,0.272,0.106,0.006,0.005,0.012,0
PAT_1682_3050_600.png,0.172,0.017,0.0,0.0,0.0,0
PAT_1682_3052_873.png,0.295,0.149,0.008,0.008,0.002,0
PAT_1688_3066_491.png,0.22,0.746,0.003,0.004,0.015,0
PAT_1689_3075_38.png,0.538,0.007,0.001,0.002,0.001,0
PAT_1689_3077_411.png,0.36,0.025,0.006,0.006,0.011,0
PAT_168_1486_97.png,0.312,1.0,0.005,0.006,0.006,0
PAT_168_260_654.png,0.312,1.0,0.005,0.006,0.004,0
PAT_168_261_38.png,0.358,1.0,0.004,0.007,0.013,0
PAT_168_262_292.png,0.5,1.0,0.003,0.004,0.009,0
PAT_168_262_74.png,0.0,0.0,0.0,0.0,0.0,0
PAT_1690_3082_117.png,0.523,0.081,0.002,0.003,0.007,0
PAT_1693_3103_879.png,0.343,0.033,0.004,0.002,0.002,0
PAT_1694_3110_213.png,0.146,0.434,0.005,0.006,0.002,0
PAT_1696_3115_917.png,0.247,0.069,0.003,0.005,0.01,0
PAT_1698_3122_83.png,0.529,0.008,0.002,0.002,0.001,0
PAT_1699_3126_673.png,0.092,0.674,0.004,0.003,0.004,0
PAT_169_694_411.png,0.371,0.006,0.0,0.0,0.0,0
PAT_16_24_691.png,0.749,0.08,0.006,0.005,0.013,0
PAT_1701_3135_5.png,0.31,1.0,0.005,0.006,0.006,0
PAT_1701_3136_33.png,0.173,0.01,0.001,0.002,0.004,0
PAT_1702_3548_386.png,0.084,0.049,0.012,0.009,0.004,0
PAT_1704_3142_702.png,0.414,0.22,0.002,0.002,0.003,0
PAT_1705_3143_139.png,0.415,0.14,0.003,0.005,0.006,0
PAT_1706_3144_891.png,0.41,0.008,0.002,0.001,0.0,0
PAT_1707_3146_743.png,0.344,0.027,0.006,0.003,0.002,0
PAT_1707_3148_237.png,0.646,0.046,0.007,0.008,0.009,0
PAT_1707_3148_835.png,0.704,0.26,0.005,0.007,0.01,0
PAT_1708_3153_799.png,0.182,0.658,0.008,0.008,0.01,0
PAT_1708_3155_581.png,0.371,0.009,0.0,0.0,0.0,0
PAT_1708_3156_175.png,0.472,0.006,0.0,0.0,0.0,0
PAT_1708_3157_518.png,0.63,0.052,0.002,0.003,0.008,0
PAT_1709_3159_144.png,0.242,0.21,0.005,0.004,0.005,0
PAT_1709_3159_935.png,0.209,0.19,0.003,0.003,0.004,0
PAT_170_264_785.png,0.18,0.01,0.004,0.004,0.005,0
PAT_1710_3160_488.png,0.307,1.0,0.005,0.007,0.011,0
PAT_1712_3173_684.png,0.823,0.156,0.002,0.003,0.006,0
PAT_1712_3175_600.png,0.12,0.025,0.005,0.005,0.004,0
PAT_1713_3179_888.png,0.363,0.016,0.0,0.001,0.0,0
PAT_1714_3189_989.png,0.501,0.026,0.009,0.011,0.019,0
PAT_1715_3184_989.png,0.289,0.112,0.003,0.003,0.003,0
PAT_1715_3186_948.png,0.097,0.399,0.007,0.006,0.003,0
PAT_1718_3202_152.png,0.0,0.0,0.002,0.002,0.002,0
PAT_1719_3203_18.png,0.461,0.031,0.006,0.006,0.004,0
PAT_171_265_757.png,0.359,0.111,0.009,0.006,0.003,0
PAT_1720_3208_130.png,0.345,0.47,0.004,0.004,0.003,0
PAT_1721_3219_130.png,0.405,0.155,0.004,0.005,0.009,0
PAT_1721_3219_737.png,0.426,0.098,0.002,0.003,0.007,0
PAT_1722_3214_672.png,0.403,0.041,0.0,0.0,0.0,0
PAT_1723_3218_111.png,0.333,1.0,0.003,0.004,0.003,0
PAT_1725_3222_943.png,0.26,0.028,0.008,0.006,0.005,0
PAT_1726_3228_674.png,0.502,0.35,0.004,0.009,0.01,0
PAT_1727_3233_399.png,0.122,0.624,0.001,0.002,0.003,0
PAT_1728_3234_299.png,0.0,0.0,0.0,0.0,0.0,0
PAT_1728_3234_404.png,0.0,1.0,0.0,0.001,0.003,0
PAT_1729_3235_712.png,0.0,0.0,0.0,0.0,0.0,0
PAT_1729_3235_909.png,0.796,0.192,0.004,0.005,0.014,0
PAT_172_266_950.png,0.654,0.116,0.007,0.006,0.02,0
PAT_172_267_557.png,0.597,0.141,0.013,0.007,0.006,0
PAT_1730_3236_201.png,0.589,0.027,0.001,0.003,0.011,0
PAT_1730_3236_7.png,0.333,0.0,0.0,0.001,0.0,0
PAT_1731_3237_197.png,0.378,0.042,0.002,0.002,0.003,0
PAT_1731_3237_919.png,0.797,0.154,0.003,0.005,0.007,0
PAT_1733_3239_389.png,0.388,0.499,0.0,0.0,0.0,0
PAT_1733_3239_934.png,0.214,0.119,0.001,0.001,0.001,0
PAT_1734_3240_299.png,0.203,0.003,0.0,0.0,0.0,0
PAT_1735_3241_207.png,0.392,0.214,0.002,0.005,0.006,0
PAT_1735_3242_27.png,0.422,1.0,0.001,0.001,0.001,0
PAT_1736_3246_166.png,0.371,0.363,0.004,0.005,0.004,0
PAT_1738_3260_304.png,0.443,0.084,0.006,0.006,0.008,0
PAT_1739_3261_325.png,0.351,0.107,0.003,0.003,0.004,0
PAT_173_268_1000.png,0.311,0.104,0.009,0.007,0.008,0
PAT_1740_3272_228.png,0.198,0.005,0.0,0.0,0.0,0
PAT_1741_3273_34.png,0.085,0.717,0.003,0.002,0.001,0
PAT_1746_3284_798.png,0.269,0.636,0.008,0.009,0.017,0
PAT_1749_3288_409.png,0.324,0.033,0.005,0.007,0.007,0
PAT_1753_3305_385.png,0.22,0.168,0.004,0.002,0.0,0
PAT_1754_3306_816.png,0.335,0.214,0.008,0.01,0.006,0
PAT_1754_3308_390.png,0.032,0.723,0.001,0.001,0.001,0
PAT_1754_3308_783.png,0.13,0.611,0.006,0.006,0.006,0
PAT_1755_3309_828.png,0.248,0.072,0.01,0.007,0.002,0
PAT_1755_3310_986.png,0.123,0.049,0.016,0.015,0.004,0
PAT_1757_3316_304.png,0.509,0.017,0.004,0.006,0.015,0
PAT_1760_3326_525.png,0.228,1.0,0.008,0.008,0.008,0
PAT_1761_3329_837.png,0.36,0.064,0.002,0.002,0.002,0
PAT_1762_3332_245.png,0.344,0.019,0.004,0.005,0.005,0
PAT_1764_3335_366.png,0.358,0.17,0.006,0.005,0.009,0
PAT_1764_3335_803.png,0.269,0.775,0.009,0.007,0.006,0
PAT_1764_3336_981.png,0.646,0.746,0.004,0.004,0.005,0
PAT_1765_3337_365.png,0.383,0.058,0.006,0.005,0.01,0
PAT_1767_3340_959.png,0.196,0.271,0.003,0.003,0.003,0
PAT_1769_3342_63.png,0.315,0.093,0.002,0.004,0.008,0
PAT_176_273_423.png,0.424,0.082,0.002,0.002,0.003,0
PAT_1770_3344_274.png,0.245,0.03,0.003,0.003,0.006,0
PAT_1772_3346_66.png,0.519,0.034,0.003,0.004,0.006,0
PAT_1774_3352_474.png,0.086,0.058,0.001,0.002,0.001,0
PAT_1777_3370_697.png,0.294,0.06,0.004,0.003,0.002,0
PAT_177_274_371.png,0.415,0.131,0.004,0.009,0.003,0
PAT_177_274_865.png,0.179,0.869,0.005,0.01,0.004,0
PAT_177_275_905.png,0.366,0.255,0.009,0.007,0.016,0
PAT_177_775_786.png,0.379,0.205,0.006,0.003,0.006,0
PAT_1780_3380_542.png,0.131,0.215,0.004,0.004,0.004,0
PAT_1780_3381_999.png,0.194,0.066,0.004,0.004,0.014,0
PAT_1783_3413_850.png,0.158,0.121,0.003,0.004,0.003,0
PAT_1783_3414_120.png,0.247,0.504,0.005,0.007,0.009,0
PAT_1783_3415_640.png,0.609,0.032,0.001,0.001,0.004,0
PAT_1784_3416_507.png,0.256,0.071,0.004,0.008,0.007,0
PAT_1786_3419_768.png,0.597,0.124,0.005,0.005,0.007,0
PAT_1786_3420_346.png,0.455,0.012,0.004,0.002,0.001,0
PAT_1787_3421_516.png,0.271,1.0,0.009,0.009,0.009,0
PAT_178_276_465.png,0.291,0.021,0.006,0.016,0.003,0
PAT_1790_3425_942.png,0.32,0.053,0.003,0.002,0.001,0
PAT_1790_3427_355.png,0.05,0.606,0.007,0.007,0.01,0
PAT_1790_3427_723.png,0.342,0.021,0.006,0.005,0.005,0
PAT_1794_3435_711.png,0.165,0.022,0.003,0.004,0.007,0
PAT_1798_3455_379.png,0.529,0.148,0.001,0.002,0.007,0
PAT_1799_3457_209.png,0.171,0.015,0.008,0.003,0.004,0
PAT_179_277_436.png,0.057,0.053,0.004,0.014,0.002,0
PAT_179_278_331.png,0.364,0.013,0.001,0.006,0.001,0
PAT_1800_3460_206.png,0.427,0.014,0.0,0.0,0.005,0
PAT_1801_3459_857.png,0.08,0.031,0.002,0.001,0.002,0
PAT_1801_3461_351.png,0.408,0.205,0.004,0.005,0.004,0
PAT_1803_3463_639.png,0.421,0.068,0.003,0.003,0.006,0
PAT_1804_3469_628.png,0.057,0.048,0.005,0.003,0.001,0
PAT_1805_3477_772.png,0.274,0.92,0.014,0.013,0.007,0
PAT_1807_3481_801.png,0.228,0.015,0.0,0.0,0.0,0
PAT_180_279_377.png,0.526,0.074,0.005,0.006,0.005,0
PAT_180_279_746.png,0.675,0.058,0.005,0.005,0.006,0
PAT_180_756_831.png,0.333,0.034,0.004,0.009,0.04,0
PAT_1810_3484_347.png,0.544,0.032,0.011,0.011,0.006,0
PAT_1811_3487_560.png,0.768,0.284,0.006,0.007,0.009,0
PAT_1812_3492_670.png,0.596,0.003,0.0,0.0,0.0,0
PAT_1813_3562_195.png,0.193,0.057,0.0,0.0,0.0,0
PAT_1814_3564_609.png,0.442,0.139,0.002,0.008,0.019,0
PAT_1818_3568_132.png,0.398,0.107,0.001,0.002,0.005,0
PAT_1818_3570_577.png,0.591,0.116,0.005,0.007,0.008,0
PAT_1819_3569_217.png,0.408,0.5,0.007,0.007,0.006,0
PAT_181_280_417.png,0.452,0.268,0.006,0.007,0.007,0
PAT_181_281_54.png,0.188,1.0,0.0,0.001,0.0,0
PAT_181_832_158.png,0.282,0.037,0.005,0.004,0.013,0
PAT_181_833_109.png,0.233,0.006,0.004,0.001,0.0,0
PAT_1821_3575_920.png,0.168,0.013,0.0,0.0,0.001,0
PAT_1822_3576_145.png,0.293,0.013,0.009,0.01,0.005,0
PAT_1826_3580_871.png,0.33,0.005,0.0,0.0,0.0,0
PAT_1832_3597_594.png,0.534,0.101,0.002,0.002,0.002,0
PAT_1833_3599_827.png,0.483,0.008,0.007,0.006,0.002,0
PAT_1837_3608_851.png,0.135,0.34,0.002,0.005,0.003,0
PAT_1838_3609_254.png,0.269,0.121,0.003,0.003,0.003,0
PAT_183_283_495.png,0.36,0.015,0.002,0.002,0.001,0
PAT_183_283_602.png,0.357,0.01,0.003,0.003,0.0,0
PAT_1840_3612_959.png,0.053,0.076,0.001,0.002,0.001,0
PAT_1842_3615_850.png,0.263,0.036,0.002,0.001,0.001,0
PAT_1844_3618_373.png,0.461,0.037,0.005,0.004,0.008,0
PAT_1846_3622_35.png,0.423,0.494,0.001,0.001,0.002,0
PAT_1849_3629_214.png,0.308,0.208,0.006,0.007,0.009,0
PAT_184_284_721.png,0.149,0.038,0.004,0.005,0.006,0
PAT_1850_3631_519.png,0.561,0.015,0.003,0.005,0.009,0
PAT_1854_3637_323.png,0.124,0.679,0.002,0.003,0.003,0
PAT_1855_3641_327.png,0.047,0.418,0.004,0.004,0.005,0
PAT_185_285_862.png,0.194,1.0,0.007,0.007,0.011,0
PAT_185_285_97.png,0.443,0.927,0.006,0.008,0.015,0
PAT_1861_3648_959.png,0.604,0.377,0.007,0.007,0.009,0
PAT_1866_3659_398.png,0.413,0.632,0.004,0.006,0.009,0
PAT_1866_3660_115.png,0.213,0.039,0.004,0.009,0.006,0
PAT_1869_3663_335.png,0.515,0.096,0.002,0.005,0.004,0
PAT_186_286_109.png,0.81,0.681,0.007,0.008,0.008,0
PAT_1871_3666_675.png,0.496,0.779,0.006,0.006,0.006,0
PAT_1874_3687_799.png,0.235,0.416,0.005,0.005,0.003,0
PAT_1875_3689_646.png,0.252,0.108,0.004,0.006,0.003,0
PAT_187_287_482.png,0.302,0.018,0.005,0.008,0.007,0
PAT_1881_3711_217.png,0.179,0.029,0.007,0.007,0.002,0
PAT_1881_3713_718.png,0.451,0.139,0.002,0.001,0.001,0
PAT_1881_3717_785.png,0.234,0.079,0.006,0.006,0.005,0
PAT_1882_3718_982.png,0.263,0.058,0.002,0.002,0.003,0
PAT_1884_3730_813.png,0.103,1.0,0.004,0.005,0.006,0
PAT_188_289_859.png,0.331,0.052,0.005,0.003,0.005,0
PAT_188_289_908.png,0.405,0.072,0.008,0.007,0.007,0
PAT_1892_3760_713.png,0.424,0.096,0.008,0.007,0.022,0
PAT_1893_3761_666.png,0.309,0.01,0.002,0.002,0.004,0
PAT_1899_3779_475.png,0.702,0.236,0.001,0.003,0.004,0
PAT_1902_3790_168.png,0.424,0.006,0.0,0.0,0.0,0
PAT_1903_3791_14.png,0.349,0.474,0.003,0.003,0.008,0
PAT_1904_3794_215.png,0.206,0.141,0.006,0.008,0.002,0
PAT_1906_3798_588.png,0.239,0.06,0.0,0.0,0.0,0
